,Year,Month,MonthDay,WeekDay,Hour,Item,Cost
2023-12-07 17:55:00,2023,12,7,4,17,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 17:55:00,2023,12,7,4,17,"No Toppings, Just Plain__mp_bomb",0.0
2023-12-07 17:55:00,2023,12,7,4,17,Potato Bomb Bowl Base__mp_bomb,0.0
2023-12-07 17:55:00,2023,12,7,4,17,Certified Angus Beef Brisket Burnt Ends__mp_bomb,10.0
2023-12-07 17:55:00,2023,12,7,4,17,Country Green Beans,2.0
2023-12-07 17:55:00,2023,12,7,4,17,Loaded Mash Potato,1.56
2023-12-07 17:55:00,2023,12,7,4,17,Side Stacker,6.0
2023-12-07 17:46:00,2023,12,7,4,17,Prime Angus Brisket__combo,15.0
2023-12-07 17:46:00,2023,12,7,4,17,Prime Angus Burnt Ends__combo,15.0
2023-12-07 17:46:00,2023,12,7,4,17,Ribs__combo,10.0
2023-12-07 17:46:00,2023,12,7,4,17,Texas Beef Sausage__combo,10.0
2023-12-07 17:46:00,2023,12,7,4,17,Bobs Country Beans__combo,0.0
2023-12-07 17:46:00,2023,12,7,4,17,Bobs Country Beans__combo,0.0
2023-12-07 17:46:00,2023,12,7,4,17,Bobs Country Beans__combo,0.0
2023-12-07 17:31:00,2023,12,7,4,17,Ribs__combo,10.0
2023-12-07 17:31:00,2023,12,7,4,17,Southern Creamy Coleslaw__combo,0.0
2023-12-07 17:31:00,2023,12,7,4,17,Bobs Country Beans__combo,0.0
2023-12-07 17:31:00,2023,12,7,4,17,Prime Angus Brisket__combo,15.0
2023-12-07 17:31:00,2023,12,7,4,17,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 17:31:00,2023,12,7,4,17,Southern Potato Salad__combo,0.0
2023-12-07 17:31:00,2023,12,7,4,17,Prime Angus Brisket__combo,15.0
2023-12-07 17:31:00,2023,12,7,4,17,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 17:31:00,2023,12,7,4,17,Southern Potato Salad__combo,0.0
2023-12-07 17:29:00,2023,12,7,4,17,Chrisi's Sweet Potato Casserole ,39.0
2023-12-07 17:29:00,2023,12,7,4,17,Whole Texas Style Smoked Turkey Breast ~6~7 LBS,124.0
2023-12-07 17:29:00,2023,12,7,4,17,Half a Tray of Green Bean Casserole ,24.0
2023-12-07 17:27:00,2023,12,7,4,17,Moon Pie,1.0
2023-12-07 17:27:00,2023,12,7,4,17,Moon Pie,1.0
2023-12-07 17:20:00,2023,12,7,4,17,French Silk Pie Slice,6.0
2023-12-07 17:18:00,2023,12,7,4,17,Brisket & Cheese Meat Pie,4.0
2023-12-07 17:18:00,2023,12,7,4,17,Brisket & Cheese Meat Pie,4.0
2023-12-07 17:06:00,2023,12,7,4,17,Texas Beef Sausage__combo,10.0
2023-12-07 17:06:00,2023,12,7,4,17,Prime Angus Brisket__combo,15.0
2023-12-07 17:06:00,2023,12,7,4,17,Chicken Quarter__combo,10.0
2023-12-07 17:06:00,2023,12,7,4,17,Ribs__combo,10.0
2023-12-07 17:06:00,2023,12,7,4,17,Southern Creamy Coleslaw__combo,0.0
2023-12-07 17:06:00,2023,12,7,4,17,Southern Creamy Coleslaw__combo,0.0
2023-12-07 17:06:00,2023,12,7,4,17,Southern Creamy Coleslaw__combo,0.0
2023-12-07 17:06:00,2023,12,7,4,17,Canned Coke,2.0
2023-12-07 17:06:00,2023,12,7,4,17,Canned Coke,2.0
2023-12-07 17:06:00,2023,12,7,4,17,Banana Pudding,4.0
2023-12-07 17:04:00,2023,12,7,4,17,Ribs__combo,10.0
2023-12-07 17:04:00,2023,12,7,4,17,Bobs Country Beans__combo,0.0
2023-12-07 17:04:00,2023,12,7,4,17,Southern Creamy Coleslaw__combo,0.0
2023-12-07 16:59:00,2023,12,7,4,16,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 16:59:00,2023,12,7,4,16,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 16:59:00,2023,12,7,4,16,Potato Bomb Bowl Base__mp_bomb,0.0
2023-12-07 16:59:00,2023,12,7,4,16,Prime Angus Brisket__combo,15.0
2023-12-07 16:59:00,2023,12,7,4,16,Pulled Pork__combo,12.0
2023-12-07 16:59:00,2023,12,7,4,16,Country Green Beans__combo,0.0
2023-12-07 16:59:00,2023,12,7,4,16,Southern Creamy Coleslaw__combo,0.0
2023-12-07 16:53:00,2023,12,7,4,16,Prime Angus Brisket__combo,15.0
2023-12-07 16:53:00,2023,12,7,4,16,Sweet Potato casserole__combo,0.0
2023-12-07 16:53:00,2023,12,7,4,16,Bobs Country Beans__combo,0.0
2023-12-07 16:53:00,2023,12,7,4,16,Bob’s Country Beans,2.0
2023-12-07 16:53:00,2023,12,7,4,16,Sweet Potato Casserole,1.56
2023-12-07 16:53:00,2023,12,7,4,16,Canned Coke,2.0
2023-12-07 16:53:00,2023,12,7,4,16,Canned Coke,2.0
2023-12-07 16:53:00,2023,12,7,4,16,Reg Chopped Prime Angus Beef Brisket Sandwich 1/3 Lb,16.0
2023-12-07 16:48:00,2023,12,7,4,16,Southern Creamy Coleslaw,2.0
2023-12-07 16:48:00,2023,12,7,4,16,Bob’s Country Beans,2.0
2023-12-07 16:48:00,2023,12,7,4,16,Bobs Country Beans,1.56
2023-12-07 16:48:00,2023,12,7,4,16,1/2 Lb Certified Angus Beef Brisket,19.0
2023-12-07 16:48:00,2023,12,7,4,16,1/4 Slab Rib,12.0
2023-12-07 16:40:00,2023,12,7,4,16,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 16:40:00,2023,12,7,4,16,Mac-n-Cheese__mp_bomb,0.0
2023-12-07 16:40:00,2023,12,7,4,16,Homemade Mild BBQ Sauce__mp_bomb,0.0
2023-12-07 16:40:00,2023,12,7,4,16,Pickled jalapeño__mp_bomb,0.0
2023-12-07 16:40:00,2023,12,7,4,16,Sweet Deli Pickles__mp_bomb,0.0
2023-12-07 16:40:00,2023,12,7,4,16,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 16:40:00,2023,12,7,4,16,Potato Bomb Bowl Base__mp_bomb,0.0
2023-12-07 16:40:00,2023,12,7,4,16,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 16:40:00,2023,12,7,4,16,A little sauce__mp_bomb,0.0
2023-12-07 16:30:00,2023,12,7,4,16,1 LB Certified Angus Beef Brisket,39.0
2023-12-07 16:13:00,2023,12,7,4,16,Sun Drop,2.0
2023-12-07 16:13:00,2023,12,7,4,16,RC Cola,2.0
2023-12-07 16:13:00,2023,12,7,4,16,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 16:13:00,2023,12,7,4,16,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 16:13:00,2023,12,7,4,16,Potato Bomb Bowl Base__mp_bomb,0.0
2023-12-07 16:13:00,2023,12,7,4,16,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 16:13:00,2023,12,7,4,16,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 16:13:00,2023,12,7,4,16,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 16:13:00,2023,12,7,4,16,Potato Bomb Bowl Base__mp_bomb,0.0
2023-12-07 16:13:00,2023,12,7,4,16,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 15:59:00,2023,12,7,4,15,Turkey 1/2 LB,11.0
2023-12-07 15:59:00,2023,12,7,4,15,BC Honeycomb Jar,20.0
2023-12-07 15:59:00,2023,12,7,4,15,Ribs__combo,10.0
2023-12-07 15:59:00,2023,12,7,4,15,Prime Angus Brisket__combo,15.0
2023-12-07 15:59:00,2023,12,7,4,15,Texas Beef Sausage__combo,10.0
2023-12-07 15:59:00,2023,12,7,4,15,Chicken Quarter__combo,10.0
2023-12-07 15:59:00,2023,12,7,4,15,Southern Creamy Coleslaw__combo,0.0
2023-12-07 15:59:00,2023,12,7,4,15,Loaded Mashed Potatoes__combo,0.0
2023-12-07 15:59:00,2023,12,7,4,15,Loaded Mashed Potatoes__combo,0.0
2023-12-07 15:59:00,2023,12,7,4,15,French Silk Pie Slice,6.0
2023-12-07 15:59:00,2023,12,7,4,15,French Silk Pie Slice,6.0
2023-12-07 15:59:00,2023,12,7,4,15,Southern Creamy Coleslaw,2.0
2023-12-07 15:59:00,2023,12,7,4,15,Seasonal Side,1.56
2023-12-07 15:54:00,2023,12,7,4,15,Sweet Potato Casserole,2.0
2023-12-07 15:54:00,2023,12,7,4,15,Sweet Potato Casserole,1.56
2023-12-07 15:54:00,2023,12,7,4,15,Country Green Beans,2.0
2023-12-07 15:54:00,2023,12,7,4,15,Green Beans,1.56
2023-12-07 15:54:00,2023,12,7,4,15,2 Chicken Leg Quarters,15.0
2023-12-07 15:54:00,2023,12,7,4,15,1 LB Certified Angus Beef Brisket,39.0
2023-12-07 15:50:00,2023,12,7,4,15,Smoked Mac-N-Cheese,2.0
2023-12-07 15:50:00,2023,12,7,4,15,Bobs Country Beans,1.56
2023-12-07 15:50:00,2023,12,7,4,15,Smoked Mac-N-Cheese,2.0
2023-12-07 15:50:00,2023,12,7,4,15,Bobs Country Beans,1.56
2023-12-07 15:50:00,2023,12,7,4,15,Fire Roasted Sweet Corn,2.0
2023-12-07 15:50:00,2023,12,7,4,15,Turkey 1/2 LB,11.0
2023-12-07 15:50:00,2023,12,7,4,15,1/2 LB Jalapeños Cheddar Sausage,11.0
2023-12-07 15:50:00,2023,12,7,4,15,Smoked Mac-N-Cheese,2.0
2023-12-07 15:50:00,2023,12,7,4,15,Bobs Country Beans,1.56
2023-12-07 15:50:00,2023,12,7,4,15,Pulled Pork 1/2 LB,16.0
2023-12-07 15:50:00,2023,12,7,4,15,3/4 Lb Certified Angus Beef Brisket,28.0
2023-12-07 15:50:00,2023,12,7,4,15,1/2 Lb certified Angus Beef Brisket Burnt Ends,19.0
2023-12-07 15:40:00,2023,12,7,4,15,Prime Angus Brisket__combo,15.0
2023-12-07 15:40:00,2023,12,7,4,15,Chicken Quarter__combo,10.0
2023-12-07 15:40:00,2023,12,7,4,15,Texas Beef Sausage__combo,10.0
2023-12-07 15:40:00,2023,12,7,4,15,Loaded Mashed Potatoes__combo,0.0
2023-12-07 15:40:00,2023,12,7,4,15,Sweet Potato casserole__combo,0.0
2023-12-07 15:40:00,2023,12,7,4,15,Full Slab Rib,39.0
2023-12-07 15:40:00,2023,12,7,4,15,Southern Creamy Coleslaw,2.0
2023-12-07 15:36:00,2023,12,7,4,15,Side Stacker,6.0
2023-12-07 15:36:00,2023,12,7,4,15,Side Stacker,6.0
2023-12-07 15:09:00,2023,12,7,4,15,Canned Diet Coke,2.0
2023-12-07 15:09:00,2023,12,7,4,15,Orange Nehi Bottle,2.0
2023-12-07 15:09:00,2023,12,7,4,15,Pulled Pork__combo,12.0
2023-12-07 15:09:00,2023,12,7,4,15,Ribs__combo,10.0
2023-12-07 15:09:00,2023,12,7,4,15,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 15:09:00,2023,12,7,4,15,Bobs Country Beans__combo,0.0
2023-12-07 15:09:00,2023,12,7,4,15,Prime Angus Brisket__combo,15.0
2023-12-07 15:09:00,2023,12,7,4,15,Pulled Pork__combo,12.0
2023-12-07 15:09:00,2023,12,7,4,15,Bobs Country Beans__combo,0.0
2023-12-07 15:09:00,2023,12,7,4,15,Southern Potato Salad__combo,0.0
2023-12-07 15:06:00,2023,12,7,4,15,Pulled Pork__combo,12.0
2023-12-07 15:06:00,2023,12,7,4,15,Ribs__combo,10.0
2023-12-07 15:06:00,2023,12,7,4,15,Chicken Quarter__combo,10.0
2023-12-07 15:06:00,2023,12,7,4,15,Texas Beef Sausage__combo,10.0
2023-12-07 15:06:00,2023,12,7,4,15,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 15:06:00,2023,12,7,4,15,Bobs Country Beans__combo,0.0
2023-12-07 15:06:00,2023,12,7,4,15,Loaded Mashed Potatoes__combo,0.0
2023-12-07 14:56:00,2023,12,7,4,14,Loaded Mash Potato,2.0
2023-12-07 14:37:00,2023,12,7,4,14,Canned Coke,2.0
2023-12-07 14:37:00,2023,12,7,4,14,Bob’s Country Beans,2.0
2023-12-07 14:37:00,2023,12,7,4,14,1/2 LB Texas Beef Sausage,11.0
2023-12-07 14:36:00,2023,12,7,4,14,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 14:36:00,2023,12,7,4,14,"No Toppings, Just Plain__mp_bomb",0.0
2023-12-07 14:36:00,2023,12,7,4,14,Mac-N-Cheese Bowl Base__mp_bomb,0.0
2023-12-07 14:36:00,2023,12,7,4,14,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 14:31:00,2023,12,7,4,14,Pulled Pork__combo,12.0
2023-12-07 14:31:00,2023,12,7,4,14,Bobs Country Beans__combo,0.0
2023-12-07 14:31:00,2023,12,7,4,14,Southern Creamy Coleslaw__combo,0.0
2023-12-07 14:31:00,2023,12,7,4,14,Ribs__combo,10.0
2023-12-07 14:31:00,2023,12,7,4,14,Loaded Mashed Potatoes__combo,0.0
2023-12-07 14:31:00,2023,12,7,4,14,Country Green Beans__combo,0.0
2023-12-07 14:29:00,2023,12,7,4,14,Canned Sprite,2.0
2023-12-07 14:29:00,2023,12,7,4,14,Loaded Mash Potato,2.0
2023-12-07 14:29:00,2023,12,7,4,14,Orange Nehi Bottle,2.0
2023-12-07 14:29:00,2023,12,7,4,14,Reg Sliced Brisket Sandwich 1/3 Lb,16.0
2023-12-07 14:28:00,2023,12,7,4,14,Canned Diet Coke,2.0
2023-12-07 14:28:00,2023,12,7,4,14,Loaded Mash Potato,2.0
2023-12-07 14:26:00,2023,12,7,4,14,30oz Large Side,8.0
2023-12-07 14:25:00,2023,12,7,4,14,Dasani Water Bottle,2.0
2023-12-07 14:25:00,2023,12,7,4,14,Orange Nehi Bottle,2.0
2023-12-07 14:25:00,2023,12,7,4,14,Reg Sliced Brisket Sandwich 1/3 Lb,16.0
2023-12-07 14:25:00,2023,12,7,4,14,Reg Sliced Brisket Sandwich 1/3 Lb,16.0
2023-12-07 14:21:00,2023,12,7,4,14,Seasonal Side Specials Daily,2.0
2023-12-07 14:21:00,2023,12,7,4,14,Chicken Quarter__combo,10.0
2023-12-07 14:21:00,2023,12,7,4,14,Loaded Mashed Potatoes__combo,0.0
2023-12-07 14:21:00,2023,12,7,4,14,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 14:21:00,2023,12,7,4,14,Prime Angus Brisket__combo,15.0
2023-12-07 14:21:00,2023,12,7,4,14,Bobs Country Beans__combo,0.0
2023-12-07 14:21:00,2023,12,7,4,14,Bobs Country Beans__combo,0.0
2023-12-07 14:21:00,2023,12,7,4,14,Ribs__combo,10.0
2023-12-07 14:21:00,2023,12,7,4,14,Chicken Quarter__combo,10.0
2023-12-07 14:21:00,2023,12,7,4,14,Southern Potato Salad__combo,0.0
2023-12-07 14:21:00,2023,12,7,4,14,Southern Potato Salad__combo,0.0
2023-12-07 14:18:00,2023,12,7,4,14,Canned Coke,2.0
2023-12-07 14:18:00,2023,12,7,4,14,Ribs__combo,10.0
2023-12-07 14:18:00,2023,12,7,4,14,Prime Angus Brisket__combo,15.0
2023-12-07 14:18:00,2023,12,7,4,14,Sweet Potato casserole__combo,0.0
2023-12-07 14:18:00,2023,12,7,4,14,Sweet Potato casserole__combo,0.0
2023-12-07 14:14:00,2023,12,7,4,14,Loaded Mash Potato,2.0
2023-12-07 14:14:00,2023,12,7,4,14,Reg Pulled Pork Sandwich 1/3 Lb,13.0
2023-12-07 14:14:00,2023,12,7,4,14,Canned Coke,2.0
2023-12-07 14:14:00,2023,12,7,4,14,Canned Coke,2.0
2023-12-07 14:14:00,2023,12,7,4,14,Canned Coke,2.0
2023-12-07 14:14:00,2023,12,7,4,14,Reg Pulled Pork Sandwich 1/3 Lb,13.0
2023-12-07 14:14:00,2023,12,7,4,14,Smoked Mac-N-Cheese,2.0
2023-12-07 14:14:00,2023,12,7,4,14,Reg Pulled Pork Sandwich 1/3 Lb,13.0
2023-12-07 14:12:00,2023,12,7,4,14,Smoked Mac-N-Cheese,2.0
2023-12-07 14:12:00,2023,12,7,4,14,Reg Sliced Brisket Sandwich 1/3 Lb,16.0
2023-12-07 14:03:00,2023,12,7,4,14,Big Red,2.0
2023-12-07 14:02:00,2023,12,7,4,14,Reg Pulled Pork Sandwich 1/3 Lb,13.0
2023-12-07 14:02:00,2023,12,7,4,14,Smoked Mac-N-Cheese,2.0
2023-12-07 14:02:00,2023,12,7,4,14,Bobs Country Beans,1.56
2023-12-07 14:00:00,2023,12,7,4,14,Brisket & Cheese Meat Pie,4.0
2023-12-07 13:58:00,2023,12,7,4,13,Mexican Coke a Cola,3.0
2023-12-07 13:58:00,2023,12,7,4,13,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 13:58:00,2023,12,7,4,13,"No Toppings, Just Plain__mp_bomb",0.0
2023-12-07 13:58:00,2023,12,7,4,13,Mac-N-Cheese Bowl Base__mp_bomb,0.0
2023-12-07 13:58:00,2023,12,7,4,13,Pulled Pork__mp_bomb,7.0
2023-12-07 13:58:00,2023,12,7,4,13,Prime Angus Brisket__combo,15.0
2023-12-07 13:58:00,2023,12,7,4,13,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 13:58:00,2023,12,7,4,13,Sweet Potato casserole__combo,0.0
2023-12-07 13:57:00,2023,12,7,4,13,Loaded Mash Potato,2.0
2023-12-07 13:54:00,2023,12,7,4,13,Cornbread casserole,2.0
2023-12-07 13:54:00,2023,12,7,4,13,Mexican Coke a Cola,3.0
2023-12-07 13:54:00,2023,12,7,4,13,Canned Sprite,2.0
2023-12-07 13:54:00,2023,12,7,4,13,1/2 LB Texas Beef Sausage,11.0
2023-12-07 13:54:00,2023,12,7,4,13,1/2 Lb Certified Angus Beef Brisket,19.0
2023-12-07 13:54:00,2023,12,7,4,13,1/2 Lb Certified Angus Beef Brisket,19.0
2023-12-07 13:45:00,2023,12,7,4,13,1/2 LB Texas Beef Sausage,11.0
2023-12-07 13:42:00,2023,12,7,4,13,Chicken Quarter__combo,10.0
2023-12-07 13:42:00,2023,12,7,4,13,Southern Creamy Coleslaw__combo,0.0
2023-12-07 13:42:00,2023,12,7,4,13,Sweet Potato casserole__combo,0.0
2023-12-07 13:41:00,2023,12,7,4,13,RC Cola,2.0
2023-12-07 13:41:00,2023,12,7,4,13,French Silk Pie Slice,6.0
2023-12-07 13:41:00,2023,12,7,4,13,Smoked Mac-N-Cheese,2.0
2023-12-07 13:41:00,2023,12,7,4,13,Sweet Potato Casserole,1.56
2023-12-07 13:41:00,2023,12,7,4,13,Coleslaw,1.56
2023-12-07 13:40:00,2023,12,7,4,13,Side Stacker,6.0
2023-12-07 13:40:00,2023,12,7,4,13,French Silk Pie Slice,6.0
2023-12-07 13:40:00,2023,12,7,4,13,Southern Potato salad,2.0
2023-12-07 13:40:00,2023,12,7,4,13,Bobs Country Beans,1.56
2023-12-07 13:40:00,2023,12,7,4,13,Side Stacker,6.0
2023-12-07 13:38:00,2023,12,7,4,13,Sun Drop,2.0
2023-12-07 13:38:00,2023,12,7,4,13,Side Stacker,6.0
2023-12-07 13:38:00,2023,12,7,4,13,Reg Pulled Pork Sandwich 1/3 Lb,13.0
2023-12-07 13:36:00,2023,12,7,4,13,Mexican Coke a Cola,3.0
2023-12-07 13:36:00,2023,12,7,4,13,Cornbread casserole,2.0
2023-12-07 13:36:00,2023,12,7,4,13,Dasani Water Bottle,2.0
2023-12-07 13:36:00,2023,12,7,4,13,Prime Angus Brisket__combo,15.0
2023-12-07 13:36:00,2023,12,7,4,13,Loaded Mashed Potatoes__combo,0.0
2023-12-07 13:36:00,2023,12,7,4,13,Loaded Mashed Potatoes__combo,0.0
2023-12-07 13:36:00,2023,12,7,4,13,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 13:36:00,2023,12,7,4,13,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 13:36:00,2023,12,7,4,13,Mac-N-Cheese Bowl Base__mp_bomb,0.0
2023-12-07 13:36:00,2023,12,7,4,13,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 13:34:00,2023,12,7,4,13,Sweet Potato Casserole,2.0
2023-12-07 13:34:00,2023,12,7,4,13,Canned Coke,2.0
2023-12-07 13:34:00,2023,12,7,4,13,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 13:34:00,2023,12,7,4,13,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 13:34:00,2023,12,7,4,13,Mac-N-Cheese Bowl Base__mp_bomb,0.0
2023-12-07 13:34:00,2023,12,7,4,13,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 13:34:00,2023,12,7,4,13,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 13:34:00,2023,12,7,4,13,"No Toppings, Just Plain__mp_bomb",0.0
2023-12-07 13:34:00,2023,12,7,4,13,Mac-N-Cheese Bowl Base__mp_bomb,0.0
2023-12-07 13:34:00,2023,12,7,4,13,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 13:31:00,2023,12,7,4,13,French Silk Pie Slice,6.0
2023-12-07 13:31:00,2023,12,7,4,13,Prime Angus Brisket__combo,15.0
2023-12-07 13:31:00,2023,12,7,4,13,Prime Angus Burnt Ends__combo,15.0
2023-12-07 13:31:00,2023,12,7,4,13,Prime Angus Burnt Ends__combo,15.0
2023-12-07 13:31:00,2023,12,7,4,13,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 13:31:00,2023,12,7,4,13,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 13:31:00,2023,12,7,4,13,French Silk Pie Slice,6.0
2023-12-07 13:29:00,2023,12,7,4,13,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 13:29:00,2023,12,7,4,13,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 13:29:00,2023,12,7,4,13,Potato Bomb Bowl Base__mp_bomb,0.0
2023-12-07 13:29:00,2023,12,7,4,13,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 13:29:00,2023,12,7,4,13,Southern Potato salad,2.0
2023-12-07 13:29:00,2023,12,7,4,13,Coleslaw,1.56
2023-12-07 13:29:00,2023,12,7,4,13,Chicken Quarter__combo,10.0
2023-12-07 13:29:00,2023,12,7,4,13,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 13:29:00,2023,12,7,4,13,Bobs Country Beans__combo,0.0
2023-12-07 13:21:00,2023,12,7,4,13,A&W Rootbeer,2.0
2023-12-07 13:21:00,2023,12,7,4,13,Smoked Mac-N-Cheese,2.0
2023-12-07 13:21:00,2023,12,7,4,13,Beef Rib Large,36.0
2023-12-07 13:15:00,2023,12,7,4,13,Pulled Pork Slider,2.0
2023-12-07 13:15:00,2023,12,7,4,13,Pulled Pork Slider,2.0
2023-12-07 12:57:00,2023,12,7,4,12,Smoked Mac-N-Cheese,2.0
2023-12-07 12:57:00,2023,12,7,4,12,1 LB Certified Angus Beef Brisket,39.0
2023-12-07 12:55:00,2023,12,7,4,12,Mexican Coke a Cola,3.0
2023-12-07 12:55:00,2023,12,7,4,12,Reg Chopped Prime Angus Beef Brisket Sandwich 1/3 Lb,16.0
2023-12-07 12:55:00,2023,12,7,4,12,Mexican Coke a Cola,3.0
2023-12-07 12:55:00,2023,12,7,4,12,Reg Pulled Pork Sandwich 1/3 Lb,13.0
2023-12-07 12:53:00,2023,12,7,4,12,Cornbread casserole,2.0
2023-12-07 12:53:00,2023,12,7,4,12,Reg Pulled Pork Sandwich 1/3 Lb,13.0
2023-12-07 12:50:00,2023,12,7,4,12,Ribs__combo,10.0
2023-12-07 12:50:00,2023,12,7,4,12,Bobs Country Beans__combo,0.0
2023-12-07 12:50:00,2023,12,7,4,12,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 12:45:00,2023,12,7,4,12,Beef Rib Large,36.0
2023-12-07 12:45:00,2023,12,7,4,12,1/2 Lb Certified Angus Beef Brisket,19.0
2023-12-07 12:45:00,2023,12,7,4,12,1/2 Lb certified Angus Beef Brisket Burnt Ends,19.0
2023-12-07 12:45:00,2023,12,7,4,12,1/2 LB Jalapeños Cheddar Sausage,11.0
2023-12-07 12:42:00,2023,12,7,4,12,Pulled Pork__combo,12.0
2023-12-07 12:42:00,2023,12,7,4,12,Ribs__combo,10.0
2023-12-07 12:42:00,2023,12,7,4,12,Smoked Mac-N-Cheese__combo,0.0
2023-12-07 12:42:00,2023,12,7,4,12,Southern Potato Salad__combo,0.0
2023-12-07 12:42:00,2023,12,7,4,12,Grape Nehi Bottle,2.0
2023-12-07 12:41:00,2023,12,7,4,12,Pulled Pork__combo,12.0
2023-12-07 12:41:00,2023,12,7,4,12,Bobs Country Beans__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Southern Potato Salad__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Alabama Sauce__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Some sauce not too much__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Prime Angus Brisket__combo,15.0
2023-12-07 12:41:00,2023,12,7,4,12,Bobs Country Beans__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Southern Potato Salad__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Extra Sauce__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 12:41:00,2023,12,7,4,12,Mac-n-Cheese__mp_bomb,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Mac-N-Cheese Bowl Base__mp_bomb,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Certified Angus Beef Brisket Burnt Ends__mp_bomb,10.0
2023-12-07 12:41:00,2023,12,7,4,12,A little sauce__mp_bomb,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Prime Angus Brisket__combo,15.0
2023-12-07 12:41:00,2023,12,7,4,12,Bobs Country Beans__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Southern Creamy Coleslaw__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Alabama Sauce__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Some sauce not too much__combo,0.0
2023-12-07 12:41:00,2023,12,7,4,12,Banana Pudding,4.0
2023-12-07 12:38:00,2023,12,7,4,12,Brisket & Cheese Meat Pie,4.0
2023-12-07 12:38:00,2023,12,7,4,12,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 12:38:00,2023,12,7,4,12,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 12:38:00,2023,12,7,4,12,Potato Bomb Bowl Base__mp_bomb,0.0
2023-12-07 12:38:00,2023,12,7,4,12,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 12:38:00,2023,12,7,4,12,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
2023-12-07 12:38:00,2023,12,7,4,12,Add 1 or more sides only $1.50 regardless of how many you add__mp_bomb,1.5
2023-12-07 12:38:00,2023,12,7,4,12,Potato Bomb Bowl Base__mp_bomb,0.0
2023-12-07 12:38:00,2023,12,7,4,12,Certified Angus Beef Brisket__mp_bomb,10.0
2023-12-07 12:38:00,2023,12,7,4,12,"Build a Bowl, Mac Bowl or Potato Bomb Bowl",8.0
